Component Item Number,Work Ord Number,Acctg Value,Total Issued,F g,Quantity Required,Over Issued,Over Ext $$,Status Flag
0820-0028-0000|01,1057522,0.007,2404,C,2400,4,0.028,C
******,,,,,,,------,
0820-0028-0000|01,,,,,,,0.049,
,,,,,,,,
0820-0032-1401|01,1054392,0.0007,105,C,100,5,0.0035,C
******,,,,,,,------,
0820-0032-1401|01,,,,,,,0.0035,
,,,,,,,,
0820-0034-0000|01,1054071,0.0029,1154,C,1140,14,0.0406,C
0820-0034-0000|01,1057522,0.0029,1214,C,1200,14,0.0406,C
******,,,,,,,------,
0820-0034-0000|01,,,,,,,0.0812,
,,,,,,,,
0820-0039-1401|01,1053918,0.0024,9,A,6,3,0.0072,A
******,,,,,,,------,
0820-0039-1401|01,,,,,,,0.0072,
,,,,,,,,
0820-0041-1401|01,1053918,0.0012,123,A,12,111,0.1332,A
******,,,,,,,------,
0820-0041-1401|01,,,,,,,0.1332,
,,,,,,,,
0820-0045-0000|01,1053918,0.0023,13,A,6,7,0.0161,A
0820-0045-0000|01,1054071,0.0023,587,C,570,17,0.0391,C
0820-0045-0000|01,1057522,0.0023,603,C,600,3,0.0069,C
******,,,,,,,------,
0820-0045-0000|01,,,,,,,0.0621,
,,,,,,,,
0820-0046-1401|01,1057522,0.0029,607,C,600,7,0.0203,C
******,,,,,,,------,
0820-0046-1401|01,,,,,,,0.0203,
,,,,,,,,
0820-0047-1401|01,1053918,0.0023,75,A,42,33,0.0759,A
******,,,,,,,------,
0820-0047-1401|01,,,,,,,0.0759,
,,,,,,,,
0820-0054-1401|01,1054071,0.0007,591,C,570,21,0.0147,C
0820-0054-1401|01,1057522,0.0007,611,C,600,11,0.0077,C
******,,,,,,,------,
0820-0054-1401|01,,,,,,,0.0224,
,,,,,,,,
0820-0055-1401|01,1054392,0.0007,55,C,50,5,0.0035,C
******,,,,,,,------,
0820-0055-1401|01,,,,,,,0.0035,
,,,,,,,,
0820-0057-1401|01,1057522,0.13,631,C,600,31,4.03,C
******,,,,,,,------,
0820-0057-1401|01,,,,,,,4.03,
,,,,,,,,
0820-0071-1401|01,1054071,0.0007,1155,C,1140,15,0.0105,C
0820-0071-1401|01,1057522,0.0007,1223,C,1200,23,0.0161,C
******,,,,,,,------,
0820-0071-1401|01,,,,,,,0.0266,
,,,,,,,,
0820-0072-1401|01,1053918,0.0038,410,A,348,62,0.2356,A
0820-0072-1401|01,1054071,0.0038,1141,C,1140,1,0.0038,C
0820-0072-1401|01,1057522,0.0038,1208,C,1200,8,0.0304,C
******,,,,,,,------,
0820-0072-1401|01,,,,,,,0.2698,
,,,,,,,,
0820-0076-1401|01,1054071,0.001,2281,C,2280,1,0.001,C
******,,,,,,,------,
0820-0076-1401|01,,,,,,,0.001,
,,,,,,,,
0820-0078-1401|01,1053918,0.1817,16,A,12,4,0.7268,A
******,,,,,,,------,
0820-0078-1401|01,,,,,,,0.7268,
,,,,,,,,
0820-0084-1401|01,1057522,0.0029,602,C,600,2,0.0058,C
******,,,,,,,------,
0820-0084-1401|01,,,,,,,0.0058,
,,,,,,,,
0820-0090-1401|01,1054071,0.0009,1148,C,1140,8,0.0072,C
0820-0090-1401|01,1054392,0.0009,57,C,50,7,0.0063,C
0820-0090-1401|01,1057522,0.0009,1218,C,1200,18,0.0162,C
******,,,,,,,------,
0820-0090-1401|01,,,,,,,0.0297,
,,,,,,,,
0820-0098-1401|01,1053918,0.0017,11,A,6,5,0.0085,A
0820-0098-1401|01,1054071,0.0017,584,C,570,14,0.0238,C
0820-0098-1401|01,1057522,0.0017,612,C,600,12,0.0204,C
******,,,,,,,------,
0820-0098-1401|01,,,,,,,0.0527,
,,,,,,,,
0820-0101-1401|01,1054071,0.0007,1146,C,1140,6,0.0042,C
0820-0101-1401|01,1057522,0.0007,1204,C,1200,4,0.0028,C
******,,,,,,,------,
0820-0101-1401|01,,,,,,,0.007,
,,,,,,,,
0820-0102-1401|01,1054392,0.0009,55,C,50,5,0.0045,C
******,,,,,,,------,
0820-0102-1401|01,,,,,,,0.0045,
,,,,,,,,
0820-0103-1401|01,1054392,0.0007,55,C,50,5,0.0035,C
******,,,,,,,------,
0820-0103-1401|01,,,,,,,0.0035,
,,,,,,,,
0820-0105-1401|01,1054392,0.0007,56,C,50,6,0.0042,C
******,,,,,,,------,
0820-0105-1401|01,,,,,,,0.0042,
,,,,,,,,
0820-0109-1401|01,1054071,0.0007,599,C,570,29,0.0203,C
0820-0109-1401|01,1057522,0.0007,638,C,600,38,0.0266,C
******,,,,,,,------,
0820-0109-1401|01,,,,,,,0.0469,
,,,,,,,,
0820-0117-1401|01,1054071,0.0007,4571,C,4560,11,0.0077,C
******,,,,,,,------,
0820-0117-1401|01,,,,,,,0.0077,
,,,,,,,,
0820-0119-1401|01,1054071,0.0133,2281,C,2280,1,0.0133,C
******,,,,,,,------,
0820-0119-1401|01,,,,,,,0.0133,
,,,,,,,,
0820-0120-1401|01,1057522,0.0133,2408,C,2400,8,0.1064,C
******,,,,,,,------,
0820-0120-1401|01,,,,,,,0.1064,
,,,,,,,,
0820-0122-1401|01,1054071,0.0007,577,C,570,7,0.0049,C
0820-0122-1401|01,1054392,0.0007,108,C,100,8,0.0056,C
0820-0122-1401|01,1057522,0.0007,612,C,600,12,0.0084,C
******,,,,,,,------,
0820-0122-1401|01,,,,,,,0.0189,
,,,,,,,,
0820-0126-1401|01,1053918,0.0024,10,A,6,4,0.0096,A
******,,,,,,,------,
0820-0126-1401|01,,,,,,,0.0096,
,,,,,,,,
0820-0132-1401|01,1054392,0.0009,56,C,50,6,0.0054,C
******,,,,,,,------,
0820-0132-1401|01,,,,,,,0.0054,
,,,,,,,,
0820-0134-1401|01,1054392,0.0009,109,C,100,9,0.0081,C
******,,,,,,,------,
0820-0134-1401|01,,,,,,,0.0081,
,,,,,,,,
0820-0135-1401|01,1053918,0.0007,12,A,6,6,0.0042,A
0820-0135-1401|01,1054071,0.0007,581,C,570,11,0.0077,C
0820-0135-1401|01,1057522,0.0007,607,C,600,7,0.0049,C
******,,,,,,,------,
0820-0135-1401|01,,,,,,,0.0168,
,,,,,,,,
0820-0137-1401|01,1054071,0.0009,576,C,570,6,0.0054,C
0820-0137-1401|01,1057522,0.0009,612,C,600,12,0.0108,C
******,,,,,,,------,
0820-0137-1401|01,,,,,,,0.0162,
,,,,,,,,
0820-0140-1401|01,1053918,0.002,12,A,6,6,0.012,A
******,,,,,,,------,
0820-0140-1401|01,,,,,,,0.012,
,,,,,,,,
0820-0143-1401|01,1057522,0.0017,617,C,600,17,0.0289,C
******,,,,,,,------,
0820-0143-1401|01,,,,,,,0.0289,
,,,,,,,,
0820-0147-1401|01,1053918,0.0009,238,A,198,40,0.036,A
0820-0147-1401|01,1054071,0.0009,2288,C,2280,8,0.0072,C
0820-0147-1401|01,1057522,0.0009,2407,C,2400,7,0.0063,C
******,,,,,,,------,
0820-0147-1401|01,,,,,,,0.0495,
,,,,,,,,
0820-0151-1401|01,1054392,0.0007,89,C,50,39,0.0273,C
******,,,,,,,------,
0820-0151-1401|01,,,,,,,0.0273,
,,,,,,,,
0820-0152-1401|01,1054392,0.0007,2468,C,50,2418,1.6926,C
******,,,,,,,------,
0820-0152-1401|01,,,,,,,1.6926,
,,,,,,,,
0820-0165-1401|01,1054071,0.0009,3459,C,3420,39,0.0351,C
0820-0165-1401|01,1054392,0.0009,110,C,100,10,0.009,C
0820-0165-1401|01,1057522,0.0009,3608,C,3600,8,0.0072,C
******,,,,,,,------,
0820-0165-1401|01,,,,,,,0.0513,
,,,,,,,,
0820-0166-1401|01,1054392,0.0008,117,C,100,17,0.0136,C
******,,,,,,,------,
0820-0166-1401|01,,,,,,,0.0136,
,,,,,,,,
0820-0175-1401|01,1054071,0.0007,575,C,570,5,0.0035,C
0820-0175-1401|01,1057522,0.0007,607,C,600,7,0.0049,C
******,,,,,,,------,
0820-0175-1401|01,,,,,,,0.0084,
,,,,,,,,
0820-0176-1401|01,1054392,0.0007,107,C,100,7,0.0049,C
******,,,,,,,------,
0820-0176-1401|01,,,,,,,0.0049,
,,,,,,,,
0820-0190-1401|01,1053918,0.0009,45,A,24,21,0.0189,A
******,,,,,,,------,
0820-0190-1401|01,,,,,,,0.0189,
,,,,,,,,
0820-0198-1401|01,1054071,0.0007,609,C,570,39,0.0273,C
0820-0198-1401|01,1057522,0.0007,660,C,600,60,0.042,C
******,,,,,,,------,
0820-0198-1401|01,,,,,,,0.0693,
,,,,,,,,
0820-0200-1401|01,1053918,0.0018,23,A,18,5,0.009,A
******,,,,,,,------,
0820-0200-1401|01,,,,,,,0.009,
,,,,,,,,
0820-0203-1401|01,1054071,0.0007,578,C,570,8,0.0056,C
0820-0203-1401|01,1057522,0.0007,610,C,600,10,0.007,C
******,,,,,,,------,
0820-0203-1401|01,,,,,,,0.0126,
,,,,,,,,
0820-0208-1401|01,1054071,0.001,2291,C,2280,11,0.011,C
0820-0208-1401|01,1057522,0.001,2412,C,2400,12,0.012,C
******,,,,,,,------,
0820-0208-1401|01,,,,,,,0.023,
,,,,,,,,
0820-0212-1401|01,1053918,0.0192,773,A,672,101,1.9392,A
******,,,,,,,------,
0820-0212-1401|01,,,,,,,1.9392,
,,,,,,,,
0820-0214-1401|01,1054071,0.0009,577,C,570,7,0.0063,C
0820-0214-1401|01,1054392,0.0009,52,C,50,2,0.0018,C
0820-0214-1401|01,1057522,0.0009,612,C,600,12,0.0108,C
******,,,,,,,------,
0820-0214-1401|01,,,,,,,0.0189,
,,,,,,,,
0820-0216-1401|01,1054392,0.0007,71,C,50,21,0.0147,C
******,,,,,,,------,
0820-0216-1401|01,,,,,,,0.0147,
,,,,,,,,
0820-0217-1401|01,1054071,0.001,572,C,570,2,0.002,C
0820-0217-1401|01,1057522,0.001,603,C,600,3,0.003,C
******,,,,,,,------,
0820-0217-1401|01,,,,,,,0.005,
,,,,,,,,
0820-0218-1401|01,1054071,0.0006,1715,C,1710,5,0.003,C
0820-0218-1401|01,1057522,0.0006,1855,C,1800,55,0.033,C
******,,,,,,,------,
0820-0218-1401|01,,,,,,,0.036,
,,,,,,,,
0820-0222-1401|01,1054392,0.0013,718,C,700,18,0.0234,C
******,,,,,,,------,
0820-0222-1401|01,,,,,,,0.0234,
,,,,,,,,
0820-0223-1401|01,1054392,0.0013,165,C,150,15,0.0195,C
******,,,,,,,------,
0820-0223-1401|01,,,,,,,0.0195,
,,,,,,,,
0820-1100-2209|01,1054071,0.0009,1148,C,1140,8,0.0072,C
0820-1100-2209|01,1054392,0.0009,510,C,500,10,0.009,C
0820-1100-2209|01,1057522,0.0009,1208,C,1200,8,0.0072,C
******,,,,,,,------,
0820-1100-2209|01,,,,,,,0.0234,
,,,,,,,,
0820-1100-2401|01,1053918,0.0029,15,A,12,3,0.0087,A
0820-1100-2401|01,1054071,0.0029,572,C,570,2,0.0058,C
0820-1100-2401|01,1057522,0.0029,602,C,600,2,0.0058,C
******,,,,,,,------,
0820-1100-2401|01,,,,,,,0.0203,
,,,,,,,,
0820-1750-2401|01,1053918,0.003,10,A,6,4,0.012,A
******,,,,,,,------,
0820-1750-2401|01,,,,,,,0.012,
,,,,,,,,
0820-1909-2209|01,1054392,0.0007,358,C,350,8,0.0056,C
******,,,,,,,------,
0820-1909-2209|01,,,,,,,0.0056,
,,,,,,,,
0820-2100-2209|01,1053918,0.0009,35,A,24,11,0.0099,A
0820-2100-2209|01,1054071,0.0009,3429,C,3420,9,0.0081,C
0820-2100-2209|01,1054392,0.0009,106,C,100,6,0.0054,C
0820-2100-2209|01,1057522,0.0009,3617,C,3600,17,0.0153,C
******,,,,,,,------,
0820-2100-2209|01,,,,,,,0.0387,
,,,,,,,,
0820-2100-2402|01,1053918,0.0021,31,A,24,7,0.0147,A
******,,,,,,,------,
0820-2100-2402|01,,,,,,,0.0147,
,,,,,,,,
0820-2150-2209|01,1054071,0.0009,632,C,570,62,0.0558,C
0820-2150-2209|01,1054392,0.0009,75,C,50,25,0.0225,C
0820-2150-2209|01,1057522,0.0009,617,C,600,17,0.0153,C
******,,,,,,,------,
0820-2150-2209|01,,,,,,,0.0936,
,,,,,,,,
0820-3100-2209|01,1054071,0.0009,5743,C,5700,43,0.0387,C
0820-3100-2209|01,1057522,0.0009,6024,C,6000,24,0.0216,C
******,,,,,,,------,
0820-3100-2209|01,,,,,,,0.0603,
,,,,,,,,
0820-3100-2402|01,1053918,0.0023,23,A,18,5,0.0115,A
******,,,,,,,------,
0820-3100-2402|01,,,,,,,0.0115,
,,,,,,,,
0820-3124-2209|01,1053918,0.0049,132,A,108,24,0.1176,A
0820-3124-2209|01,1054071,0.0049,1148,C,1140,8,0.0392,C
0820-3124-2209|01,1057522,0.0049,1214,C,1200,14,0.0686,C
******,,,,,,,------,
0820-3124-2209|01,,,,,,,0.2254,
,,,,,,,,
0820-3150-2402|01,1053918,0.0024,32,A,24,8,0.0192,A
******,,,,,,,------,
0820-3150-2402|01,,,,,,,0.0192,
,,,,,,,,
0820-3200-2209|01,1053918,0.0009,12,A,6,6,0.0054,A
0820-3200-2209|01,1054071,0.0009,4570,C,4560,10,0.009,C
0820-3200-2209|01,1054392,0.0009,206,C,200,6,0.0054,C
0820-3200-2209|01,1057522,0.0009,4825,C,4800,25,0.0225,C
******,,,,,,,------,
0820-3200-2209|01,,,,,,,0.0423,
,,,,,,,,
0820-3249-2209|01,1054392,0.0007,51,C,50,1,0.0007,C
******,,,,,,,------,
0820-3249-2209|01,,,,,,,0.0007,
,,,,,,,,
0820-3383-2209|01,1053918,0.001,21,A,12,9,0.009,A
0820-3383-2209|01,1054071,0.001,1146,C,1140,6,0.006,C
0820-3383-2209|01,1057522,0.001,1211,C,1200,11,0.011,C
******,,,,,,,------,
0820-3383-2209|01,,,,,,,0.026,
,,,,,,,,
0820-3470-2209|01,1054071,0.0007,1720,C,1710,10,0.007,C
0820-3470-2209|01,1057522,0.0007,1814,C,1800,14,0.0098,C
******,,,,,,,------,
0820-3470-2209|01,,,,,,,0.0168,
,,,,,,,,
0820-3499-2209|01,1053918,0.0009,193,A,150,43,0.0387,A
0820-3499-2209|01,1054071,0.0009,3429,C,3420,9,0.0081,C
0820-3499-2209|01,1054392,0.0009,371,C,350,21,0.0189,C
0820-3499-2209|01,1057522,0.0009,3624,C,3600,24,0.0216,C
******,,,,,,,------,
0820-3499-2209|01,,,,,,,0.0873,
,,,,,,,,
0820-3634-2209|01,1054392,0.0007,55,C,50,5,0.0035,C
******,,,,,,,------,
0820-3634-2209|01,,,,,,,0.0035,
,,,,,,,,
0820-4100-2209|01,1053918,0.0009,393,A,330,63,0.0567,A
0820-4100-2209|01,1054071,0.0009,38227,C,38190,37,0.0333,C
0820-4100-2209|01,1054392,0.0009,557,C,550,7,0.0063,C
0820-4100-2209|01,1057522,0.0009,40352,C,40200,152,0.1368,C
******,,,,,,,------,
0820-4100-2209|01,,,,,,,0.2331,
,,,,,,,,
0820-4121-2209|01,1054071,0.0007,577,C,570,7,0.0049,C
0820-4121-2209|01,1057522,0.0007,616,C,600,16,0.0112,C
******,,,,,,,------,
0820-4121-2209|01,,,,,,,0.0161,
,,,,,,,,
0820-4200-2209|01,1054071,0.0009,2004,C,570,1434,1.2906,C
******,,,,,,,------,
0820-4200-2209|01,,,,,,,1.2906,
,,,,,,,,
0820-4200-2301|01,1053918,0.0012,25,A,12,13,0.0156,A
******,,,,,,,------,
0820-4200-2301|01,,,,,,,0.0156,
,,,,,,,,
0820-4221-2209|01,1054071,0.0007,577,C,570,7,0.0049,C
0820-4221-2209|01,1057522,0.0007,619,C,600,19,0.0133,C
******,,,,,,,------,
0820-4221-2209|01,,,,,,,0.0182,
,,,,,,,,
0820-5100-2209|01,1054392,0.0009,161,C,150,11,0.0099,C
0820-5100-2209|01,1057522,0.0009,5405,C,5400,5,0.0045,C
******,,,,,,,------,
0820-5100-2209|01,,,,,,,0.0144,
,,,,,,,,
0820-5100-2402|01,1053918,0.0029,11,A,6,5,0.0145,A
0820-5100-2402|01,1057522,0.0029,2404,C,2400,4,0.0116,C
******,,,,,,,------,
0820-5100-2402|01,,,,,,,0.0261,
,,,,,,,,
0820-5383-2209|01,1054071,0.0007,595,C,570,25,0.0175,C
0820-5383-2209|01,1057522,0.0007,634,C,600,34,0.0238,C
******,,,,,,,------,
0820-5383-2209|01,,,,,,,0.0413,
,,,,,,,,
0820-5383-2402|01,1054071,0.0029,2283,C,2280,3,0.0087,C
0820-5383-2402|01,1057522,0.0029,2401,C,2400,1,0.0029,C
******,,,,,,,------,
0820-5383-2402|01,,,,,,,0.0116,
,,,,,,,,
0820-6100-2209|01,1054071,0.0009,2853,C,2850,3,0.0027,C
0820-6100-2209|01,1054392,0.0009,217,C,200,17,0.0153,C
0820-6100-2209|01,1057522,0.0009,3001,C,3000,1,0.0009,C
******,,,,,,,------,
0820-6100-2209|01,,,,,,,0.0189,
,,,,,,,,
0820-9031-2014|01,1054071,0.0025,577,C,570,7,0.0175,C
0820-9031-2014|01,1057522,0.0025,607,C,600,7,0.0175,C
******,,,,,,,------,
0820-9031-2014|01,,,,,,,0.035,
,,,,,,,,
0821-0006-0000|01,1053918,0.0192,230,A,192,38,0.7296,A
******,,,,,,,------,
0821-0006-0000|01,,,,,,,0.7296,
,,,,,,,,
0821-0008-0000|01,1053918,0.0183,227,A,192,35,0.6405,A
0821-0008-0000|01,1054071,0.0183,2296,C,2280,16,0.2928,C
0821-0008-0000|01,1057522,0.0183,2413,C,2400,13,0.2379,C
******,,,,,,,------,
0821-0008-0000|01,,,,,,,1.1712,
,,,,,,,,
0821-0029-0000|01,1054071,0.0192,2282,C,2280,2,0.0384,C
0821-0029-0000|01,1057522,0.0192,2410,C,2400,10,0.192,C
******,,,,,,,------,
0821-0029-0000|01,,,,,,,0.2304,
,,,,,,,,
0821-0030-0000|01,1053918,0.0192,109,A,96,13,0.2496,A
******,,,,,,,------,
0821-0030-0000|01,,,,,,,0.2496,
,,,,,,,,
0821-0034-0000|01,1054071,0.0183,2284,C,2280,4,0.0732,C
0821-0034-0000|01,1057522,0.0183,2406,C,2400,6,0.1098,C
******,,,,,,,------,
0821-0034-0000|01,,,,,,,0.183,
,,,,,,,,
0821-0035-0000|01,1053918,0.0192,213,A,192,21,0.4032,A
******,,,,,,,------,
0821-0035-0000|01,,,,,,,0.4032,
,,,,,,,,
0821-0061-0000|01,1053918,0.0206,229,A,192,37,0.7622,A
******,,,,,,,------,
0821-0061-0000|01,,,,,,,0.7622,
,,,,,,,,
0821-0070-0000|01,1054071,0.0183,1141,C,1140,1,0.0183,C
0821-0070-0000|01,1057522,0.0183,1202,C,1200,2,0.0366,C
******,,,,,,,------,
0821-0070-0000|01,,,,,,,0.0549,
,,,,,,,,
0821-0090-0000|01,1054071,0.0199,4570,C,4560,10,0.199,C
0821-0090-0000|01,1057522,0.0199,4823,C,4800,23,0.4577,C
******,,,,,,,------,
0821-0090-0000|01,,,,,,,0.6567,
,,,,,,,,
0821-0104-0000|01,1054071,0.0276,2292,C,2280,12,0.3312,C
0821-0104-0000|01,1057522,0.0276,2418,C,2400,18,0.4968,C
******,,,,,,,------,
0821-0104-0000|01,,,,,,,0.828,
,,,,,,,,
0821-0115-0000|01,1054392,0.032,1138,C,100,1038,33.216,C
******,,,,,,,------,
0821-0115-0000|01,,,,,,,33.216,
,,,,,,,,
0821-0120-0000|01,1054071,0.0199,4573,C,4560,13,0.2587,C
0821-0120-0000|01,1054392,0.0199,201,C,200,1,0.0199,C
0821-0120-0000|01,1057522,0.0199,4860,C,4800,60,1.194,C
******,,,,,,,------,
0821-0120-0000|01,,,,,,,1.4726,
,,,,,,,,
0821-0122-0000|01,1053918,0.0209,232,A,192,40,0.836,A
******,,,,,,,------,
0821-0122-0000|01,,,,,,,0.836,
,,,,,,,,
0821-0123-0000|01,1053918,0.0209,682,A,576,106,2.2154,A
******,,,,,,,------,
0821-0123-0000|01,,,,,,,2.2154,
,,,,,,,,
0821-0142-0000|01,1053918,0.0192,226,A,192,34,0.6528,A
******,,,,,,,------,
0821-0142-0000|01,,,,,,,0.6528,
,,,,,,,,
0821-0145-0000|01,1053918,0.0192,224,A,192,32,0.6144,A
******,,,,,,,------,
0821-0145-0000|01,,,,,,,0.6144,
,,,,,,,,
0821-0149-0000|01,1054071,0.0199,1154,C,1140,14,0.2786,C
0821-0149-0000|01,1057522,0.0199,1214,C,1200,14,0.2786,C
******,,,,,,,------,
0821-0149-0000|01,,,,,,,0.5572,
,,,,,,,,
0821-0160-0000|01,1054392,0.025,431,C,400,31,0.775,C
******,,,,,,,------,
0821-0160-0000|01,,,,,,,0.775,
,,,,,,,,
0821-0162-0000|01,1053918,0.0199,14,A,6,8,0.1592,A
0821-0162-0000|01,1054071,0.0199,580,C,570,10,0.199,C
0821-0162-0000|01,1057522,0.0199,606,C,600,6,0.1194,C
******,,,,,,,------,
0821-0162-0000|01,,,,,,,0.4776,
,,,,,,,,
0821-0166-0000|01,1053918,0.0192,446,A,384,62,1.1904,A
******,,,,,,,------,
0821-0166-0000|01,,,,,,,1.1904,
,,,,,,,,
0821-0167-0000|01,1053918,0.0053,225,A,192,33,0.1749,A
******,,,,,,,------,
0821-0167-0000|01,,,,,,,0.1749,
,,,,,,,,
0821-0171-0000|01,1053918,0.0192,229,A,192,37,0.7104,A
******,,,,,,,------,
0821-0171-0000|01,,,,,,,0.7104,
,,,,,,,,
0821-0174-0000|01,1053918,0.0192,228,A,192,36,0.6912,A
******,,,,,,,------,
0821-0174-0000|01,,,,,,,0.6912,
,,,,,,,,
0821-0175-0000|01,1053918,0.0192,222,A,192,30,0.576,A
******,,,,,,,------,
0821-0175-0000|01,,,,,,,0.576,
,,,,,,,,
0821-0182-0000|01,1054392,0.018,156,C,150,6,0.108,C
******,,,,,,,------,
0821-0182-0000|01,,,,,,,0.108,
,,,,,,,,
0821-0183-0000|01,1054392,0.0053,58,C,50,8,0.0424,C
******,,,,,,,------,
0821-0183-0000|01,,,,,,,0.0424,
,,,,,,,,
0821-0184-0000|01,1054392,0.0199,108,C,100,8,0.1592,C
******,,,,,,,------,
0821-0184-0000|01,,,,,,,0.1592,
,,,,,,,,
0821-0185-0000|01,1054071,0.047,4600,C,4560,40,1.88,C
0821-0185-0000|01,1054392,0.047,56,C,50,6,0.282,C
0821-0185-0000|01,1057522,0.047,4810,C,4800,10,0.47,C
******,,,,,,,------,
0821-0185-0000|01,,,,,,,2.632,
,,,,,,,,
0821-0187-0000|01,1054071,0.0183,1179,C,1140,39,0.7137,C
0821-0187-0000|01,1057522,0.0183,1208,C,1200,8,0.1464,C
******,,,,,,,------,
0821-0187-0000|01,,,,,,,0.8601,
,,,,,,,,
0821-0188-0000|01,1054071,0.0183,2292,C,2280,12,0.2196,C
0821-0188-0000|01,1057522,0.0183,2430,C,2400,30,0.549,C
******,,,,,,,------,
0821-0188-0000|01,,,,,,,0.7686,
,,,,,,,,
0821-0189-0000|01,1054071,0.0183,1145,C,1140,5,0.0915,C
0821-0189-0000|01,1057522,0.0183,1301,C,1200,101,1.8483,C
******,,,,,,,------,
0821-0189-0000|01,,,,,,,1.9398,
,,,,,,,,
0821-0193-0000|01,1054071,0.0183,2285,C,2280,5,0.0915,C
0821-0193-0000|01,1057522,0.0183,2405,C,2400,5,0.0915,C
******,,,,,,,------,
0821-0193-0000|01,,,,,,,0.183,
,,,,,,,,
0821-0194-0000|01,1057522,0.0244,2406,C,2400,6,0.1464,C
******,,,,,,,------,
0821-0194-0000|01,,,,,,,0.1464,
,,,,,,,,
0821-0195-0000|01,1054071,0.0048,2283,C,2280,3,0.0144,C
0821-0195-0000|01,1057522,0.0048,2419,C,2400,19,0.0912,C
******,,,,,,,------,
0821-0195-0000|01,,,,,,,0.1056,
,,,,,,,,
0821-0201-0000|01,1054071,0.0047,4571,C,4560,11,0.0517,C
0821-0201-0000|01,1057522,0.0047,4802,C,4800,2,0.0094,C
******,,,,,,,------,
0821-0201-0000|01,,,,,,,0.0611,
,,,,,,,,
0821-0209-0000|01,1054071,0.021,573,C,570,3,0.063,C
0821-0209-0000|01,1057522,0.021,608,C,600,8,0.168,C
******,,,,,,,------,
0821-0209-0000|01,,,,,,,0.231,
,,,,,,,,
0821-0228-0000|01,1053918,0.0221,115,A,96,19,0.4199,A
******,,,,,,,------,
0821-0228-0000|01,,,,,,,0.4199,
,,,,,,,,
0821-0241-0000|01,1054071,0.0007,1147,C,1140,7,0.0049,C
0821-0241-0000|01,1057522,0.0007,1206,C,1200,6,0.0042,C
******,,,,,,,------,
0821-0241-0000|01,,,,,,,0.0091,
,,,,,,,,
0821-0244-0000|01,1057522,0.0268,1263,C,1200,63,1.6884,C
******,,,,,,,------,
0821-0244-0000|01,,,,,,,1.6884,
,,,,,,,,
0821-0253-0000|01,1057522,0.01,2407,C,2400,7,0.07,C
******,,,,,,,------,
0821-0253-0000|01,,,,,,,0.07,
,,,,,,,,
0821-0256-0000|01,1054071,0.0301,2287,C,2280,7,0.2107,C
******,,,,,,,------,
0821-0256-0000|01,,,,,,,0.2107,
,,,,,,,,
0821-0258-0000|01,1054071,0.0192,2287,C,2280,7,0.1344,C
0821-0258-0000|01,1057522,0.0192,2405,C,2400,5,0.096,C
******,,,,,,,------,
0821-0258-0000|01,,,,,,,0.2304,
,,,,,,,,
0821-0262-0000|01,1053918,0.0192,200,A,192,8,0.1536,A
******,,,,,,,------,
0821-0262-0000|01,,,,,,,0.1536,
,,,,,,,,
0821-0263-0000|01,1053918,0.019,242,A,192,50,0.95,A
******,,,,,,,------,
0821-0263-0000|01,,,,,,,0.95,
,,,,,,,,
0821-0264-0000|01,1053918,0.019,228,A,192,36,0.684,A
******,,,,,,,------,
0821-0264-0000|01,,,,,,,0.684,
,,,,,,,,
0825-3525-2503|01,1053918,0.0009,42,A,12,30,0.027,A
0825-3525-2503|01,1054071,0.0009,1168,C,1140,28,0.0252,C
0825-3525-2503|01,1054392,0.0009,114,C,100,14,0.0126,C
0825-3525-2503|01,1057522,0.0009,1227,C,1200,27,0.0243,C
******,,,,,,,------,
0825-3525-2503|01,,,,,,,0.0891,
,,,,,,,,
08500113R|01,1057657,0.0098,6921,A,2500,4421,43.3258,A
08500113R|01,1058291,0.0098,27700,A,22600,5100,49.98,A
******,,,,,,,------,
08500113R|01,,,,,,,93.3058,
,,,,,,,,
08520071R|01,1058625,0.0118,7000,A,1800,5200,61.36,A
08520071R|01,1058649,0.0118,3795,C,100,3695,43.601,C
******,,,,,,,------,
08520071R|01,,,,,,,104.961,
,,,,,,,,
0900-0005-0000|01,1054071,0.0343,571,C,570,1,0.0343,C
0900-0005-0000|01,1054392,0.0343,51,C,50,1,0.0343,C
0900-0005-0000|01,1057522,0.0343,603,C,600,3,0.1029,C
******,,,,,,,------,
0900-0005-0000|01,,,,,,,0.1715,
,,,,,,,,
0900-0007-0000|01,1054071,0.0756,2287,C,2280,7,0.5292,C
0900-0007-0000|01,1057522,0.0756,2402,C,2400,2,0.1512,C
******,,,,,,,------,
0900-0007-0000|01,,,,,,,0.6804,
,,,,,,,,
0900-0009-0000|01,1054392,0.002,109,C,100,9,0.018,C
******,,,,,,,------,
0900-0009-0000|01,,,,,,,0.018,
,,,,,,,,
0900-0016-0000|01,1054071,0.045,2857,C,2850,7,0.315,C
0900-0016-0000|01,1054392,0.045,104,C,100,4,0.18,C
******,,,,,,,------,
0900-0016-0000|01,,,,,,,0.495,
,,,,,,,,
0900-0020-0000|01,1054071,0.0544,1149,C,1140,9,0.4896,C
******,,,,,,,------,
0900-0020-0000|01,,,,,,,0.4896,
,,,,,,,,
0900-0022-0000|01,1054071,0.003,6848,C,6840,8,0.024,C
0900-0022-0000|01,1057522,0.003,7387,C,7200,187,0.561,C
******,,,,,,,------,
